parking_start,session,start_hour,charged_time,connected_time,parking_end,supplied_energy,battery_start,initial_soc,laxity
2018-01-02 06:00:00,36,6,4,9,2018-01-02 15:00:00,21.887615846577148,58.11238415342285,72.64048019177856,7.010216741220259
2018-01-02 07:00:00,40,7,1,1,2018-01-02 08:00:00,11.0,32.193920442299124,40.2424005528739,-3.3460072325182617
2018-01-02 09:00:00,34,9,1,1,2018-01-02 10:00:00,11.0,41.3777397293197,51.722174661649625,-2.5111145700618454
2018-01-02 11:00:00,47,11,4,4,2018-01-02 15:00:00,44.0,31.36698892825858,39.20873616032322,-0.42118282470376567
2018-01-02 12:00:00,43,12,2,19,2018-01-03 07:00:00,22.0,31.271855623366946,39.08981952920868,14.57016869303336
2018-01-02 14:00:00,38,14,3,3,2018-01-02 17:00:00,33.0,42.29191308172147,52.86489135215183,-0.42800790166168534
2018-01-02 16:00:00,25,16,4,13,2018-01-03 05:00:00,44.0,30.532340742415297,38.16542592801912,8.5029400674923
2018-01-02 18:00:00,46,18,3,22,2018-01-03 16:00:00,33.0,26.242699687637135,32.803374609546424,17.112972698876103
2018-01-02 19:00:00,39,19,11,11,2018-01-03 06:00:00,28.2297746364617,51.7702253635383,64.71278170442287,8.433656851230754
2018-01-02 20:00:00,41,20,3,3,2018-01-02 23:00:00,33.0,34.28451182097239,42.85563977621549,-1.155953470820691
2018-01-02 21:00:00,37,21,4,4,2018-01-03 01:00:00,44.0,32.04620332183224,40.0577541522903,-0.3594360616516141
2018-01-02 23:00:00,35,23,13,15,2018-01-03 14:00:00,47.47084718111899,32.52915281888101,40.66144102360126,10.684468438080092
2018-01-03 05:00:00,64,5,5,15,2018-01-03 20:00:00,55.0,22.346713398906385,27.933391748632978,9.758792127173308
2018-01-03 06:00:00,58,6,5,5,2018-01-03 11:00:00,39.847191471033696,40.152808528966304,50.19101066120788,1.3775280480878465
2018-01-03 07:00:00,48,7,1,2,2018-01-03 09:00:00,11.0,54.22480668263985,67.78100835329981,-0.3431993924872865
2018-01-03 08:00:00,65,8,1,1,2018-01-03 09:00:00,11.0,33.796779580667994,42.24597447583499,-3.2002927653938187
2018-01-03 10:00:00,57,10,3,10,2018-01-03 20:00:00,25.65134679179735,54.34865320820265,67.93581651025332,7.668059382563877
2018-01-03 11:00:00,67,11,3,4,2018-01-03 15:00:00,24.70694214668992,55.29305785331008,69.1163223166376,1.7539143503009167
2018-01-03 12:00:00,68,12,2,2,2018-01-03 14:00:00,22.0,34.05042124108045,42.56302655135056,-2.1772344326290503
2018-01-03 13:00:00,50,13,2,12,2018-01-04 01:00:00,22.0,42.45111362100353,53.06389202625441,8.586464874636684
2018-01-03 14:00:00,56,14,1,1,2018-01-03 15:00:00,11.0,54.46183749186961,68.07729686483701,-1.3216511371027626
2018-01-03 15:00:00,70,15,12,17,2018-01-04 08:00:00,26.465417810758737,53.53458218924126,66.91822773655159,14.59405292629466
2018-01-03 16:00:00,61,16,3,3,2018-01-03 19:00:00,33.0,25.532254847714427,31.915318559643037,-1.9516131956623246
2018-01-03 17:00:00,51,17,4,6,2018-01-03 23:00:00,31.378041864809312,48.62195813519069,60.77744766898836,3.1474507395627898
2018-01-03 18:00:00,60,18,5,43,2018-01-05 13:00:00,50.405183808643514,29.594816191356482,36.993520239195604,38.41771056285059
2018-01-03 20:00:00,71,20,3,6,2018-01-04 02:00:00,33.0,37.72003827110554,47.15004783888192,2.156367115555048
2018-01-03 21:00:00,49,21,2,3,2018-01-04 00:00:00,22.0,32.257640115712356,40.32205014464044,-1.3402145349352406
2018-01-04 05:00:00,92,5,2,4,2018-01-04 09:00:00,22.0,47.30493878920108,59.13117348650135,1.0277217081091892
2018-01-04 06:00:00,89,6,3,5,2018-01-04 11:00:00,33.0,25.650163986707454,32.062704983384315,0.059105816973406
2018-01-04 07:00:00,76,7,2,2,2018-01-04 09:00:00,22.0,37.00640079704288,46.2580009963036,-1.9085090184506468
2018-01-04 09:00:00,87,9,7,20,2018-01-05 05:00:00,34.79954718824317,45.20045281175683,56.50056601469604,16.836404801068802
2018-01-04 12:00:00,73,12,3,3,2018-01-04 15:00:00,33.0,46.97244130397988,58.71555162997485,-0.002505336001829228
2018-01-04 13:00:00,90,13,1,1,2018-01-04 14:00:00,11.0,44.052843217180076,55.0660540214751,-2.26792334389272
2018-01-04 14:00:00,95,14,3,4,2018-01-04 18:00:00,33.0,21.01666834367576,26.2708354295947,-1.3621210596658395
2018-01-04 15:00:00,72,15,1,1,2018-01-04 16:00:00,11.0,36.22772670367065,45.28465837958831,-2.979297572393578
2018-01-04 18:00:00,78,18,2,2,2018-01-04 20:00:00,22.0,40.79991986710861,50.99989983388576,-1.5636436484446716
2018-01-04 19:00:00,80,19,1,1,2018-01-04 20:00:00,11.0,56.35017835199507,70.43772293999385,-1.1499837861822657
2018-01-04 20:00:00,81,20,4,4,2018-01-05 00:00:00,44.0,34.1022861342591,42.627857667823875,-0.17251944234008132
2018-01-05 05:00:00,114,5,8,16,2018-01-05 21:00:00,45.84445767960957,34.15554232039043,42.694427900488044,11.832322029126402
2018-01-05 06:00:00,112,6,2,4,2018-01-05 10:00:00,22.0,49.67806566365244,62.09758207956555,1.2434605148774946
2018-01-05 07:00:00,111,7,13,13,2018-01-05 20:00:00,46.24173053357006,33.75826946642994,42.19783683303742,8.796206315129993
2018-01-05 08:00:00,113,8,3,3,2018-01-05 11:00:00,31.91558727019894,48.08441272980106,60.10551591225133,0.09858297543646044
2018-01-05 10:00:00,97,10,3,3,2018-01-05 13:00:00,33.0,46.84073238894621,58.55091548618277,-0.014478873732163056
2018-01-05 11:00:00,105,11,3,6,2018-01-05 17:00:00,33.0,35.88421249874099,44.85526562342624,1.9894738635219085
2018-01-05 12:00:00,110,12,2,2,2018-01-05 14:00:00,22.0,47.3111457712301,59.13893221403763,-0.9717140207972634
2018-01-05 13:00:00,96,13,2,3,2018-01-05 16:00:00,22.0,31.434914152854482,39.2936426910681,-1.415007804285957
2018-01-05 14:00:00,100,14,4,8,2018-01-05 22:00:00,44.0,29.50370607681141,36.87963259601427,3.4094278251646735
2018-01-05 16:00:00,99,16,2,10,2018-01-06 02:00:00,22.0,39.12409601367084,48.90512001708854,6.284008728515531
2018-01-05 17:00:00,103,17,1,1,2018-01-05 18:00:00,11.0,24.035166759238017,30.04395844904752,-4.0877121127965435
2018-01-05 21:00:00,106,21,1,2,2018-01-05 23:00:00,11.0,36.509562869582936,45.63695358697867,-1.9536761027651877
2018-01-05 23:00:00,107,23,3,3,2018-01-06 02:00:00,33.0,39.792903373674406,49.741129217093004,-0.6551906023932359
2018-01-06 06:00:00,120,6,2,2,2018-01-06 08:00:00,22.0,31.55682897738171,39.44603622172714,-2.403924638419844
2018-01-06 07:00:00,132,7,5,5,2018-01-06 12:00:00,52.775401293343904,27.224598706656092,34.030748383320116,0.20223624605964474
2018-01-06 08:00:00,135,8,3,11,2018-01-06 19:00:00,33.0,27.068527101682406,33.83565887710301,6.188047918334765
2018-01-06 09:00:00,134,9,2,12,2018-01-06 21:00:00,22.0,49.08050968615989,61.35063710769987,9.189137244196354
2018-01-06 11:00:00,130,11,2,13,2018-01-07 00:00:00,22.0,29.71872724811754,37.148409060146925,8.428975204374321
2018-01-06 13:00:00,128,13,1,2,2018-01-06 15:00:00,11.0,34.31898652140758,42.89873315175948,-2.152819407144765
2018-01-06 14:00:00,126,14,11,14,2018-01-07 04:00:00,45.89864722830651,34.10135277169349,42.62669096461686,9.82739570651759
2018-01-06 16:00:00,137,16,3,3,2018-01-06 19:00:00,26.291997224938072,53.70800277506193,67.13500346882742,0.6098184340965394
2018-01-06 17:00:00,143,17,4,9,2018-01-07 02:00:00,33.97875824936722,46.02124175063278,57.52655218829098,5.911021977330253
2018-01-06 19:00:00,122,19,1,1,2018-01-06 20:00:00,11.0,53.1368417709789,66.42105221372361,-1.4421052935473737
2018-01-06 20:00:00,121,20,3,4,2018-01-07 00:00:00,33.0,25.614400689902574,32.018000862378216,-0.944145391827039
2018-01-06 21:00:00,140,21,4,7,2018-01-07 04:00:00,33.91956874910644,46.08043125089356,57.60053906361695,3.9164028409903238
2018-01-07 04:00:00,160,4,1,1,2018-01-07 05:00:00,11.0,34.00890016282537,42.51112520353171,-3.1810090761067844
2018-01-07 05:00:00,153,5,2,9,2018-01-07 14:00:00,22.0,47.628860258743906,59.536075323429884,6.0571691144312645
2018-01-07 06:00:00,151,6,5,5,2018-01-07 11:00:00,31.26240257056142,48.73759742943858,60.921996786798225,2.1579634026762347
2018-01-07 07:00:00,156,7,1,1,2018-01-07 08:00:00,11.0,34.7620499374964,43.452562421870496,-3.1125409147730547
2018-01-07 08:00:00,161,8,1,2,2018-01-07 10:00:00,11.0,45.88438469554763,57.35548086943454,-1.1014195731320338
2018-01-07 09:00:00,155,9,4,14,2018-01-07 23:00:00,44.0,30.877299476880236,38.59662434610029,9.534299952443657
2018-01-07 10:00:00,147,10,8,17,2018-01-08 03:00:00,32.128350897483806,47.871649102516194,59.83956137814525,14.079240827501472
2018-01-07 12:00:00,150,12,2,3,2018-01-07 15:00:00,22.0,45.237505191229026,56.54688148903628,-0.16022680079736107
2018-01-07 13:00:00,163,13,4,10,2018-01-07 23:00:00,44.0,22.127846147296957,27.659807684121198,4.738895104299724
2018-01-07 14:00:00,148,14,6,15,2018-01-08 05:00:00,53.48106279927909,26.518937200720913,33.14867150090114,10.13808520006554
2018-01-07 16:00:00,158,16,3,5,2018-01-07 21:00:00,27.742549811020297,52.2574501889797,65.32181273622463,2.477950017179973
2018-01-07 17:00:00,164,17,1,6,2018-01-07 23:00:00,11.0,44.1234588039137,55.15432350489212,2.7384962549012446
2018-01-07 18:00:00,167,18,3,3,2018-01-07 21:00:00,33.0,29.128231257425355,36.41028907178169,-1.6247062493249684
2018-01-07 19:00:00,157,19,2,2,2018-01-07 21:00:00,22.0,50.921903312996044,63.65237914124505,-0.6434633351821786
2018-01-08 06:00:00,180,6,3,4,2018-01-08 10:00:00,33.0,39.29981132889176,49.1247641611147,0.2999828480810689
2018-01-08 07:00:00,177,7,3,13,2018-01-08 20:00:00,33.0,38.36503314796958,47.956291434961976,9.21500301345178
2018-01-08 08:00:00,176,8,1,1,2018-01-08 09:00:00,11.0,42.32832099014091,52.91040123767614,-2.424698091805372
2018-01-08 10:00:00,179,10,1,6,2018-01-08 16:00:00,11.0,31.30043347315651,39.12554184144564,1.5727666793778647
2018-01-08 11:00:00,175,11,4,5,2018-01-08 16:00:00,40.92725047628434,39.07274952371566,48.84093690464457,1.2793408657923324
2018-01-08 12:00:00,187,12,7,12,2018-01-09 00:00:00,50.73886914660481,29.26113085339519,36.57641356674399,7.3873755321268355
2018-01-08 13:00:00,178,13,3,11,2018-01-09 00:00:00,28.1650920584677,51.8349079415323,64.79363492691537,8.439537085593845
2018-01-08 14:00:00,191,14,1,1,2018-01-08 15:00:00,11.0,36.15966201741471,45.19957752176838,-2.985485271144117
2018-01-08 15:00:00,185,15,2,21,2018-01-09 12:00:00,22.0,29.604074976916905,37.00509372114613,16.41855227062881
2018-01-08 16:00:00,169,16,3,5,2018-01-08 21:00:00,32.034304991832876,47.965695008167124,59.95711876020891,2.0877904552879203
2018-01-08 18:00:00,184,18,3,3,2018-01-08 21:00:00,26.797649796162908,53.20235020383709,66.50293775479636,0.5638500185306445
2018-01-08 19:00:00,174,19,2,2,2018-01-08 21:00:00,22.0,23.85090563087963,29.813632038599536,-3.1044631244654886
2018-01-08 20:00:00,189,20,4,4,2018-01-09 00:00:00,44.0,27.50954554598944,34.386931932486796,-0.7718594958191431
2018-01-09 05:00:00,195,5,3,4,2018-01-09 09:00:00,33.0,36.5238732472266,45.654841559033244,0.047624840656963485
2018-01-09 06:00:00,201,6,1,1,2018-01-09 07:00:00,11.0,48.27647799170747,60.345597489634336,-1.8839565462084122
2018-01-09 07:00:00,203,7,4,9,2018-01-09 16:00:00,42.501625710210405,37.498374289789595,46.87296786223699,5.136215844526326
2018-01-09 08:00:00,206,8,4,12,2018-01-09 20:00:00,36.85614492783672,43.14385507216328,53.92981884020409,8.649441370196662
2018-01-09 09:00:00,207,9,4,5,2018-01-09 14:00:00,28.12161148315495,51.87838851684505,64.84798564605632,2.443489865167732
2018-01-09 11:00:00,202,11,1,1,2018-01-09 12:00:00,11.0,25.053879404013987,31.317349255017486,-3.9951018723623646
2018-01-09 12:00:00,200,12,14,14,2018-01-10 02:00:00,31.455904289298005,48.544095710701995,60.68011963837749,11.140372337336544
2018-01-09 13:00:00,209,13,2,5,2018-01-09 18:00:00,22.0,39.64128462204799,49.551605777559985,1.331025874731635
2018-01-09 14:00:00,210,14,4,8,2018-01-09 22:00:00,39.21372458225646,40.78627541774354,50.98284427217943,4.435115947067594
2018-01-09 15:00:00,198,15,1,2,2018-01-09 17:00:00,11.0,53.90001748715733,67.37502185894667,-0.3727256829856973
2018-01-09 17:00:00,211,17,4,10,2018-01-10 03:00:00,34.89554388780526,45.10445611219474,56.38057014024342,6.82767782838134
2018-01-09 18:00:00,194,18,4,4,2018-01-09 22:00:00,44.0,27.306332796102353,34.132915995127945,-0.7903333821725136
2018-01-09 19:00:00,205,19,5,7,2018-01-10 02:00:00,37.41732209021575,42.58267790978425,53.228347387230315,3.598425264525841
2018-01-10 05:00:00,226,5,1,1,2018-01-10 06:00:00,11.0,23.829618218237044,29.787022772796306,-4.1063983437966325
2018-01-10 06:00:00,220,6,2,5,2018-01-10 11:00:00,22.0,27.767253593512166,34.70906699189021,0.2515685085011068
2018-01-10 07:00:00,233,7,2,2,2018-01-10 09:00:00,22.0,30.14451419680725,37.68064274600906,-2.532316891199341
2018-01-10 08:00:00,221,8,1,1,2018-01-10 09:00:00,11.0,30.444552378978447,38.05569047372306,-3.505040692820142
2018-01-10 09:00:00,223,9,2,2,2018-01-10 11:00:00,22.0,33.81621133585914,42.270264169823925,-2.1985262421946237
2018-01-10 10:00:00,234,10,3,3,2018-01-10 13:00:00,33.0,25.756769914640508,32.19596239330064,-1.9312027350326808
2018-01-10 11:00:00,235,11,3,13,2018-01-11 00:00:00,33.0,29.616060822240748,37.02007602780093,8.419641892930976
2018-01-10 12:00:00,216,12,1,1,2018-01-10 13:00:00,11.0,44.66965288279877,55.837066103498465,-2.2118497379273845
2018-01-10 13:00:00,238,13,4,7,2018-01-10 20:00:00,30.295800208934992,49.70419979106501,62.13024973883125,4.245836344642273
2018-01-10 14:00:00,219,14,2,5,2018-01-10 19:00:00,22.0,24.76859936830965,30.96074921038706,-0.02103642106275938
2018-01-10 15:00:00,230,15,3,4,2018-01-10 19:00:00,28.847731173251276,51.152268826748724,63.940336033435905,1.3774789842498838
2018-01-10 16:00:00,225,16,1,1,2018-01-10 17:00:00,11.0,31.38659772509037,39.233247156362964,-3.419400206809967
2018-01-10 17:00:00,218,17,7,9,2018-01-11 02:00:00,36.68048012931952,43.31951987068048,54.1493998383506,5.6654108973345885
2018-01-10 18:00:00,236,18,2,2,2018-01-10 20:00:00,22.0,31.819797045797635,39.77474630724704,-2.3800184503820327
2018-01-11 05:00:00,244,5,1,1,2018-01-11 06:00:00,11.0,44.876647593692724,56.0958094921159,-2.193032036937025
2018-01-11 06:00:00,248,6,5,5,2018-01-11 11:00:00,35.67541181945757,44.32458818054243,55.40573522567803,1.7567807436856744
2018-01-11 07:00:00,251,7,5,9,2018-01-11 16:00:00,29.9412295568741,50.0587704431259,62.573463053907375,6.278070040284173
2018-01-11 08:00:00,241,8,4,4,2018-01-11 12:00:00,44.0,34.36559752209308,42.95699690261635,-0.1485820434460834
2018-01-11 10:00:00,258,10,4,5,2018-01-11 15:00:00,44.0,34.4177738156649,43.02221726958113,0.8561612559695364
2018-01-11 11:00:00,261,11,3,3,2018-01-11 14:00:00,33.0,43.80131011337919,54.75163764172398,-0.29078998969280123
2018-01-11 12:00:00,255,12,2,4,2018-01-11 16:00:00,22.0,52.23100313888561,65.28875392360702,1.4755457398986924
2018-01-11 13:00:00,256,13,2,2,2018-01-11 15:00:00,22.0,43.52932549184581,54.41165686480727,-1.3155158643776534
2018-01-11 14:00:00,259,14,1,1,2018-01-11 15:00:00,11.0,42.2612869856092,52.82660873201151,-2.4307920922173447
2018-01-11 15:00:00,252,15,2,2,2018-01-11 17:00:00,22.0,43.18581206837389,53.98226508546736,-1.346744357420555
2018-01-11 16:00:00,257,16,2,2,2018-01-11 18:00:00,22.0,21.498273815585456,26.872842269481822,-3.3183387440376855
2018-01-11 17:00:00,243,17,2,2,2018-01-11 19:00:00,22.0,22.1901825572333,27.73772819654162,-3.2554379493424275
2018-01-11 21:00:00,247,21,3,3,2018-01-12 00:00:00,33.0,33.14811476604199,41.43514345755249,-1.2592622939961826
2018-01-12 06:00:00,270,6,2,2,2018-01-12 08:00:00,22.0,29.4005801450084,36.7507251812605,-2.599947259544691
2018-01-12 08:00:00,287,8,16,19,2018-01-13 03:00:00,53.77903436122324,26.220965638776764,32.77620704847096,14.110996876252432
2018-01-12 09:00:00,283,9,2,16,2018-01-13 01:00:00,22.0,29.73096864613175,37.163710807664685,11.430088058739251
2018-01-12 10:00:00,286,10,3,4,2018-01-12 14:00:00,33.0,36.938521799219174,46.17315224902397,0.08532016356538019
2018-01-12 11:00:00,266,11,3,17,2018-01-13 04:00:00,33.0,23.230902094103172,29.038627617628965,11.839172917645744
2018-01-12 12:00:00,273,12,1,1,2018-01-12 13:00:00,11.0,32.92337466563677,41.154218332045964,-3.2796932122148386
2018-01-12 13:00:00,269,13,2,2,2018-01-12 15:00:00,22.0,38.21358529566906,47.76698161958633,-1.7987649731209938
2018-01-12 14:00:00,275,14,4,4,2018-01-12 18:00:00,33.489228982699466,46.510771017300534,58.13846377162567,0.9555246379364131
2018-01-12 15:00:00,284,15,2,2,2018-01-12 17:00:00,22.0,34.911498664395076,43.63937333049385,-2.0989546668731753
2018-01-12 17:00:00,280,17,2,14,2018-01-13 07:00:00,22.0,50.43620499764757,63.04525624705947,11.312382272513416
2018-01-12 18:00:00,278,18,2,2,2018-01-12 20:00:00,22.0,49.09639622360488,61.3704952795061,-0.8094185251268287
2018-01-12 19:00:00,281,19,1,1,2018-01-12 20:00:00,11.0,35.904164635344536,44.880205794180675,-3.0087123058777694
2018-01-13 00:00:00,311,0,3,3,2018-01-13 03:00:00,32.72306243775604,47.27693756224396,59.096171952804944,0.025176142022178105
2018-01-13 06:00:00,301,6,2,2,2018-01-13 08:00:00,22.0,45.25198428804739,56.56498036005924,-1.158910519268419
2018-01-13 07:00:00,290,7,3,3,2018-01-13 10:00:00,33.0,38.8797225945382,48.59965324317275,-0.738207036860163
2018-01-13 08:00:00,294,8,1,1,2018-01-13 09:00:00,11.0,42.68691183772574,53.35863979715717,-2.392098923843115
2018-01-13 10:00:00,306,10,2,2,2018-01-13 12:00:00,22.0,49.252086665246054,61.565108331557575,-0.7952648486139946
2018-01-13 12:00:00,308,12,1,1,2018-01-13 13:00:00,11.0,43.536457401355186,54.42057175169398,-2.314867508967711
2018-01-13 13:00:00,289,13,2,2,2018-01-13 15:00:00,22.0,31.924167412509714,39.90520926563714,-2.370530235226389
2018-01-13 14:00:00,296,14,1,2,2018-01-13 16:00:00,11.0,27.073859538652066,33.842324423315084,-2.8114673146679934
2018-01-13 15:00:00,288,15,11,11,2018-01-14 02:00:00,58.69519507719759,21.30480492280241,26.631006153503012,5.664073174800219
2018-01-13 17:00:00,309,17,3,4,2018-01-13 21:00:00,33.0,30.00002929568037,37.500036619600465,-0.5454518822108758
2018-01-13 18:00:00,302,18,10,16,2018-01-14 10:00:00,50.08986690980012,29.910133090199878,37.38766636274985,11.446375735472717
2018-01-13 19:00:00,295,19,6,10,2018-01-14 05:00:00,50.27055260846255,29.729447391537448,37.161809239421814,5.429949762867041
2018-01-13 21:00:00,291,21,2,16,2018-01-14 13:00:00,22.0,29.860210266299852,37.32526283287482,11.441837296936349
2018-01-14 06:00:00,323,6,4,9,2018-01-14 15:00:00,44.0,27.313764469945923,34.14220558743241,4.21034222454054
2018-01-14 07:00:00,325,7,4,14,2018-01-14 21:00:00,42.208421608554964,37.791578391445036,47.2394729893063,10.16287076285864
2018-01-14 08:00:00,324,8,5,13,2018-01-14 21:00:00,46.06100448686185,33.93899551313815,42.42374439142269,8.812635955739832
2018-01-14 09:00:00,326,9,5,5,2018-01-14 14:00:00,38.3356161931685,41.6643838068315,52.080479758539376,1.5149439824392275
2018-01-14 10:00:00,320,10,4,4,2018-01-14 14:00:00,44.0,30.417540783207784,38.02192597900973,-0.5074962924356559
2018-01-14 12:00:00,330,12,5,5,2018-01-14 17:00:00,46.28318378299285,33.71681621700715,42.14602027125894,0.7924378379097412
2018-01-14 13:00:00,312,13,2,14,2018-01-15 03:00:00,22.0,22.22644928919712,27.7830616114964,8.747859026290648
2018-01-14 14:00:00,329,14,2,8,2018-01-14 22:00:00,22.0,36.56230853748926,45.70288567186157,4.05111895795357
2018-01-14 15:00:00,333,15,3,3,2018-01-14 18:00:00,32.667315854884166,47.332684145115834,59.16585518139479,0.030244013192348707
2018-01-14 16:00:00,334,16,1,1,2018-01-14 17:00:00,11.0,39.75692085503861,49.69615106879826,-2.6584617404510364
2018-01-14 17:00:00,322,17,3,11,2018-01-15 04:00:00,22.797479031701727,57.20252096829827,71.50315121037283,8.927501906208933
2018-01-14 22:00:00,328,22,2,2,2018-01-15 00:00:00,22.0,21.947330255466717,27.434162819333395,-3.2775154313212074
2018-01-15 05:00:00,347,5,5,10,2018-01-15 15:00:00,30.11739367947287,49.88260632052713,62.35325790065891,7.26205512004792
2018-01-15 06:00:00,349,6,12,12,2018-01-15 18:00:00,48.3744758372772,31.6255241627228,39.5319052034035,7.602320378429345
2018-01-15 07:00:00,358,7,3,3,2018-01-15 10:00:00,23.870819225438566,56.12918077456143,70.16147596820178,0.8299255249601298
2018-01-15 08:00:00,351,8,4,6,2018-01-15 14:00:00,41.8273098641741,38.1726901358259,47.715862669782375,2.1975172850750813
2018-01-15 09:00:00,348,9,2,8,2018-01-15 17:00:00,22.0,21.9112908987314,27.389113623414254,2.719208263521037
2018-01-15 10:00:00,338,10,1,1,2018-01-15 11:00:00,11.0,29.220391151685238,36.52548893960655,-3.6163280771195243
2018-01-15 11:00:00,337,11,1,1,2018-01-15 12:00:00,11.0,22.34617918934415,27.932723986680188,-4.24125643733235
2018-01-15 12:00:00,354,12,2,2,2018-01-15 14:00:00,22.0,23.929304500399944,29.91163062549993,-3.097335954509096
2018-01-15 13:00:00,340,13,7,10,2018-01-15 23:00:00,26.713801272213033,53.28619872778697,66.60774840973372,7.571472611616997
2018-01-15 14:00:00,341,14,3,4,2018-01-15 18:00:00,33.0,28.206059483897967,35.25757435487245,-0.7085400469183671
2018-01-15 16:00:00,336,16,2,2,2018-01-15 18:00:00,22.0,30.162975774938154,37.70371971867269,-2.530638565914713
2018-01-15 17:00:00,342,17,10,13,2018-01-16 06:00:00,30.90737768437463,49.09262231562537,61.36577789453172,10.19023839232958
2018-01-15 19:00:00,343,19,7,12,2018-01-16 07:00:00,21.654160964804944,58.345839035195056,72.93229879399382,10.031439912290459
2018-01-15 21:00:00,359,21,7,7,2018-01-16 04:00:00,40.61670479916738,39.38329520083262,49.22911900104078,3.307572290984784
2018-01-15 22:00:00,346,22,2,9,2018-01-16 07:00:00,22.0,27.11315855903573,33.89144819879466,4.192105323548702
2018-01-16 04:00:00,374,4,2,2,2018-01-16 06:00:00,22.0,34.41688731220293,43.021109140253664,-2.143919335254279
2018-01-16 06:00:00,368,6,9,48,2018-01-18 06:00:00,33.688561438262695,46.311438561737305,57.88929820217164,44.93740350561248
2018-01-16 07:00:00,371,7,1,1,2018-01-16 08:00:00,11.0,28.16094302488875,35.20117878111094,-3.712641543191932
2018-01-16 08:00:00,366,8,4,4,2018-01-16 12:00:00,43.355606910858896,36.644393089141104,45.805491361426384,0.0585811899219193
2018-01-16 09:00:00,364,9,5,12,2018-01-16 21:00:00,41.62562871587629,38.37437128412371,47.967964105154635,8.215851934920337
2018-01-16 10:00:00,360,10,1,1,2018-01-16 11:00:00,11.0,40.254689355170214,50.318361693962764,-2.6132100586208895
2018-01-16 12:00:00,363,12,5,5,2018-01-16 17:00:00,37.520071250320974,42.479928749679026,53.099910937098784,1.5890844317890025
2018-01-16 13:00:00,377,13,1,1,2018-01-16 14:00:00,11.0,47.737888716263654,59.67236089532957,-1.9329192076123949
2018-01-16 14:00:00,365,14,18,20,2018-01-17 10:00:00,40.477844523708136,39.522155476291864,49.40269434536483,16.32019595239017
2018-01-16 15:00:00,369,15,8,9,2018-01-17 00:00:00,44.50933904628373,35.49066095371627,44.363326192145344,4.953696450337843
2018-01-16 17:00:00,375,17,1,1,2018-01-16 18:00:00,11.0,29.65396858001814,37.06746072502268,-3.5769119472710784
2018-01-16 18:00:00,378,18,2,2,2018-01-16 20:00:00,22.0,21.83636257462677,27.295453218283463,-3.287603402306657
2018-01-16 19:00:00,370,19,3,3,2018-01-16 22:00:00,33.0,22.647830355266333,28.309787944082913,-2.2138336040666973
2018-01-17 05:00:00,401,5,3,5,2018-01-17 10:00:00,33.0,22.610908934634608,28.26363616829326,-0.21719009685139934
2018-01-17 07:00:00,393,7,1,1,2018-01-17 08:00:00,11.0,48.80253549993913,61.003169374923914,-1.83613313636917
2018-01-17 08:00:00,407,8,5,7,2018-01-17 15:00:00,48.88464146112394,31.11535853887606,38.89419817359507,2.5559416853523693
